date,time,account,direction,amount,category,group,merchant,desc
2026-05-15,,UOB บัตรเครดิต,out,76.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-15,,UOB บัตรเครดิต,out,1766.0,อาหาร/ร้านอาหาร,discretionary,Kenshin Izakaya,KENSHIN IZAKAYA BANGKOK
2026-05-16,,UOB บัตรเครดิต,out,113.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-16,,UOB บัตรเครดิต,out,157.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-16,,UOB บัตรเครดิต,out,174.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-16,,UOB บัตรเครดิต,out,253.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-17,,UOB บัตรเครดิต,out,109.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-17,,UOB บัตรเครดิต,out,169.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-17,,UOB บัตรเครดิต,out,1331.0,อาหาร/ร้านอาหาร,discretionary,Sushiro,SUSHIRO GH (TH) C.BANG BANGKOK
2026-05-18,,UOB บัตรเครดิต,out,27.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-18,,UOB บัตรเครดิต,out,42.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-18,,UOB บัตรเครดิต,out,983.75,ร้านสะดวกซื้อ,essential,Lotus,TMN LOTUS HYPER BANGKOK
2026-05-18,,UOB บัตรเครดิต,out,1130.0,น้ำมัน/ปั๊ม,essential,Shell,SHELL 1078F CO UDOMPOR BANGKOK
2026-05-18,,UOB บัตรเครดิต,out,1540.0,โรงพยาบาล/สุขภาพ,essential,รพ.กรุงเทพคริสเตียน,BANGKOK CHRISTIAN HOS. BANGKOK
2026-05-19,,UOB บัตรเครดิต,out,52.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-19,,UOB บัตรเครดิต,out,57.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-19,,UOB บัตรเครดิต,out,168.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-19,14:26,KBank ออมทรัพย์,in,3892.25,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-05-19,14:46,KBank ออมทรัพย์,out,1892.25,โอนเงิน/บุคคล,transfer,ปรารถนา,พร้อมเพย์ ปรารถนา
2026-05-19,15:54,KBank ออมทรัพย์,out,44.0,อาหาร/ร้านอาหาร,discretionary,แทนแก้วหน้าธร,แทนแก้วหน้าธร
2026-05-19,17:19,KBank ออมทรัพย์,out,370.0,อาหาร/ร้านอาหาร,discretionary,อร่อยแซ่ซัว,อร่อยแซ่ซัว
2026-05-20,,UOB บัตรเครดิต,out,20.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-20,,UOB บัตรเครดิต,out,40.0,Grab/เดลิเวอรี่/แท็กซี่,discretionary,Grab,WWW.GRAB.COM BANGKOK
2026-05-20,,UOB บัตรเครดิต,out,62.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-20,,UOB บัตรเครดิต,out,104.0,ร้านสะดวกซื้อ,essential,7-Eleven,TMN 7-11 BANGKOK
2026-05-20,,UOB บัตรเครดิต,out,199.0,ซับสคริปชั่น/ดิจิทัล,discretionary,Google/YouTube,Google YouTube Mountain View
2026-05-20,,UOB บัตรเครดิต,out,213.0,อาหาร/ร้านอาหาร,discretionary,ร้านอาหาร/ตามสั่ง,TMN FAST FOOD BANGKOK
2026-05-20,,UOB บัตรเครดิต,out,652.0,ค่าใช้จ่ายอื่น,transfer,HCB00152-IMCN BANGKOK,HCB00152-IMCN BANGKOK
2026-05-20,06:57,KBank ออมทรัพย์,out,17.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-05-20,11:48,KBank ออมทรัพย์,in,1000.0,รายรับ (เงินเข้า),income,ฝากเงินสด CDM,ฝากเงินสด CDM
2026-05-20,11:55,KBank ออมทรัพย์,out,1120.0,โอนเงิน/บุคคล,transfer,สมใจ พุดบุ๋ง,โอน สมใจ พุดบุ๋ง
2026-05-20,12:01,KBank ออมทรัพย์,out,100.0,โอนเงิน/บุคคล,transfer,ปภากา วัฒนกิตร,พร้อมเพย์ ปภากา วัฒนกิตร
2026-05-20,15:07,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,ครัวมาลี อินเตอร์ฟู้ส,ครัวมาลี อินเตอร์ฟู้ส
2026-05-20,16:02,KBank ออมทรัพย์,out,40.0,โอนเงิน/บุคคล,transfer,มัลลวีร์ อนุธิ,พร้อมเพย์ มัลลวีร์ อนุธิ
2026-05-20,18:02,KBank ออมทรัพย์,out,155.0,โอนเงิน/บุคคล,transfer,ธนุชา ภ. กุลเดช,โอน ธนุชา ภ. กุลเดช
2026-05-20,18:40,KBank ออมทรัพย์,out,70.0,อาหาร/ร้านอาหาร,discretionary,ออกร้องสิง,มณี SHOP ออกร้องสิง
2026-05-20,19:07,KBank ออมทรัพย์,out,275.0,โอนเงิน/บุคคล,transfer,ชันมุน เอนเตอร์ไพรซ์,พร้อมเพย์ ชันมุน เอนเตอร์ไพรซ์
2026-05-21,06:58,KBank ออมทรัพย์,out,17.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-05-21,14:19,KBank ออมทรัพย์,out,200.0,เดินทาง/ขนส่ง,essential,BTS/รถไฟฟ้า,BTS Thai QR A920
2026-05-21,15:02,KBank ออมทรัพย์,out,14.0,เดินทาง/ขนส่ง,essential,ซันเวนดิ้ง เทคโนโลยี,ซันเวนดิ้ง เทคโนโลยี
2026-05-21,15:25,KBank ออมทรัพย์,out,24.0,โอนเงิน/บุคคล,transfer,ค่าแพง แสงสว่,โอน ค่าแพง แสงสว่
2026-05-21,15:55,KBank ออมทรัพย์,out,40.0,โอนเงิน/บุคคล,transfer,มัลลวีร์ อนุธิ,พร้อมเพย์ มัลลวีร์ อนุธิ
2026-05-21,17:28,KBank ออมทรัพย์,out,251.0,อาหาร/ร้านอาหาร,discretionary,อร่อยแซ่ซัว,อร่อยแซ่ซัว
2026-05-22,07:01,KBank ออมทรัพย์,out,17.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-05-22,08:20,KBank ออมทรัพย์,out,86.0,คาเฟ่/ขนม,discretionary,Panlee Bakery,Panlee Bakery
2026-05-22,17:13,KBank ออมทรัพย์,out,88.0,อาหาร/ร้านอาหาร,discretionary,Thai Hachiban,THAIHACHIBAN
2026-05-22,17:48,KBank ออมทรัพย์,in,3000.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-05-22,17:50,KBank ออมทรัพย์,out,746.0,โอนเงิน/บุคคล,transfer,ปรารถนา,พร้อมเพย์ ปรารถนา
2026-05-22,19:31,KBank ออมทรัพย์,out,60.0,ช้อปออนไลน์,discretionary,Shopee,Payment to Shopee
2026-05-23,09:55,KBank ออมทรัพย์,out,90.0,อาหาร/ร้านอาหาร,discretionary,LinePay แอฟเฟิ่ แลมพาร์ค จุฬ,LinePay แอฟเฟิ่ แลมพาร์ค จุฬา
2026-05-23,11:48,KBank ออมทรัพย์,out,105.93,ธุรกิจ/บริการ,transfer,AIM DHRAM CO,AIM DHRAM CO
2026-05-23,13:10,KBank ออมทรัพย์,out,560.0,โอนเงิน/บุคคล,transfer,ชัลสวรรณ์ ปวณ,โอน ชัลสวรรณ์ ปวณ
2026-05-24,19:48,KBank ออมทรัพย์,out,65.5,เดินทาง/ขนส่ง,essential,MBC เยาวราช,MBC บางเมก62
2026-05-25,07:01,KBank ออมทรัพย์,out,12.0,ค่าบริการรายวัน (AUD),discretionary,ค่าบริการรายวัน AUD,AUD
2026-05-25,07:59,KBank ออมทรัพย์,out,316.0,อาหาร/ร้านอาหาร,discretionary,ร้านครัวเจ,SCB มณี SHOP ร้านครัวเจ
2026-05-25,08:07,KBank ออมทรัพย์,out,50.0,อาหาร/ร้านอาหาร,discretionary,SCB อัครนันท์ คาร,SCB อัครนันท์ คาร
2026-05-25,12:44,KBank ออมทรัพย์,out,100.0,ธุรกิจ/บริการ,transfer,เอ็มสกรีน-เพชรเกษม 48,เอ็มสกรีน-เพชรเกษม 48
2026-05-25,15:39,KBank ออมทรัพย์,out,150.0,โอนเงิน/บุคคล,transfer,พรรณี ยุปธัมพ์,พร้อมเพย์ พรรณี ยุปธัมพ์
2026-05-31,10:47,KBank ออมทรัพย์,out,90.0,อาหาร/ร้านอาหาร,discretionary,ร้านน้องหอมจัง,ร้านน้องหอมจัง
2026-05-31,12:00,KBank ออมทรัพย์,in,3580.0,รายรับ (เงินเข้า),income,รับโอน ปรารถนา,รับโอน ปรารถนา
2026-05-31,13:10,KBank ออมทรัพย์,out,330.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,The Mall,THE MALL GROUP
2026-05-31,13:11,KBank ออมทรัพย์,out,70.0,ห้าง/ซูเปอร์มาร์เก็ต,essential,The Mall,THE MALL GROUP
2026-05-31,13:14,KBank ออมทรัพย์,out,55.0,คาเฟ่/ขนม,discretionary,คาเฟ่เมซอน ปีทีรี,คาเฟ่เมซอน ปีทีรี
2026-05-31,17:08,KBank ออมทรัพย์,out,99.0,ช้อปออนไลน์,discretionary,TikTok Shop,TikTok Shop Seller
2026-06-01,13:43,KBank ออมทรัพย์,out,1000.0,โอนเงิน/บุคคล,transfer,KTB ปรานอมพ์ งาม,โอน KTB ปรานอมพ์ งาม
2026-06-01,19:08,KBank ออมทรัพย์,out,153.0,อาหาร/ร้านอาหาร,discretionary,GATEAUX HOUSE,GATEAUX HOUSE
2026-06-02,12:18,KBank ออมทรัพย์,out,170.0,อาหาร/ร้านอาหาร,discretionary,ก๋วยเตี๋ยวไก่มะโลม,ก๋วยเตี๋ยวไก่มะโลม
2026-06-02,13:06,KBank ออมทรัพย์,out,500.0,โอนเงิน/บุคคล,transfer,KTB พิศณุ เทศทอง,โอน KTB พิศณุ เทศทอง
2026-06-02,15:03,KBank ออมทรัพย์,out,160.0,โอนเงิน/บุคคล,transfer,อัมรินทร์ ลึก,พร้อมเพย์ อัมรินทร์ ลึก
2026-06-02,15:15,KBank ออมทรัพย์,out,500.0,โอนเงิน/บุคคล,transfer,KTB ปรารถนา,โอน KTB ปรารถนา
2026-06-02,15:32,KBank ออมทรัพย์,out,22.0,อาหาร/ร้านอาหาร,discretionary,หมูปิ้ง,SCB มณี SHOP หมูปิ้ง
2026-06-03,11:29,KBank ออมทรัพย์,in,1500.0,รายรับ (เงินเข้า),income,รับโอน SCB ชวมันท์,รับโอน SCB ชวมันท์
2026-06-03,12:42,KBank ออมทรัพย์,out,875.0,โอนเงิน/บุคคล,transfer,ปรารถนา,พร้อมเพย์ ปรารถนา
2026-06-03,14:24,KBank ออมทรัพย์,out,715.0,การศึกษา/เด็ก,essential,Little Dude Playhouse,little dude playhouse
